pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaKGBDf	OZ251424.1	1850001	1900000	0.0013329778725673	26257	35	26257	0
PflaHELAf	OZ251424.1	1850001	1900000	0.0037323380431884	26257	98	26257	0
PflaKGBHm	OZ251424.1	1900001	1950000	0.0066330066330066	20202	134	20202	0
PflaHELEm	OZ251424.1	1900001	1950000	0.0034650034650034	20202	70	20202	0
PflaKGBDf	OZ251424.1	1900001	1950000	0.0055440055440055	20202	112	20202	0
PflaHELAf	OZ251424.1	1900001	1950000	0.0067815067815067	20202	137	20202	0
PflaHELEm	OZ251424.1	1950001	2000000	0.0025711137411745	24503	63	24503	0
PflaKGBDf	OZ251424.1	1950001	2000000	0.0036322083010243	24503	89	24503	0
PflaHELAf	OZ251424.1	1950001	2000000	0.0037546422886993	24503	92	24503	0
PflaKGBHm	OZ251424.1	1950001	2000000	0.0039995102640493	24503	98	24503	0
PflaHELEm	OZ251424.1	2000001	2050000	0.0034679853573951	31142	108	31142	0
PflaKGBHm	OZ251424.1	2000001	2050000	0.0035000963329265	31142	109	31142	0
PflaHELAf	OZ251424.1	2000001	2050000	0.0042386487701496	31142	132	31142	0
PflaKGBDf	OZ251424.1	2000001	2050000	0.0038854280393038	31142	121	31142	0
PflaHELAf	OZ251424.1	2050001	2100000	0.0028669221542872	34183	98	34183	0
PflaKGBDf	OZ251424.1	2050001	2100000	0.0026621420004095	34183	91	34183	0
PflaHELEm	OZ251424.1	2050001	2100000	0.002896176461984	34183	99	34183	0
PflaKGBHm	OZ251424.1	2050001	2100000	0.0025451247696223	34183	87	34183	0
PflaHELAf	OZ251424.1	2100001	2150000	0.0013033561420658	27621	36	27621	0
PflaKGBDf	OZ251424.1	2100001	2150000	0.0017016038521414	27621	47	27621	0
PflaHELEm	OZ251424.1	2100001	2150000	0.0009051084319901	27621	25	27621	0
PflaKGBHm	OZ251424.1	2100001	2150000	0.0016291951775822	27621	45	27621	0
PflaKGBHm	OZ251424.1	2150001	2200000	0.0011681415929203	28250	33	28250	0
PflaHELEm	OZ251424.1	2150001	2200000	0.0016991150442477	28250	48	28250	0
PflaHELAf	OZ251424.1	2150001	2200000	0.0012743362831858	28250	36	28250	0
PflaKGBDf	OZ251424.1	2150001	2200000	0.0011327433628318	28250	32	28250	0
PflaHELAf	OZ251424.1	2200001	2250000	0.0023640661938534	21150	50	21150	1
PflaKGBDf	OZ251424.1	2200001	2250000	0.0018915212559701	21147	40	21147	4
PflaHELEm	OZ251424.1	2200001	2250000	0.0035932107228972	21151	76	21151	0
PflaKGBHm	OZ251424.1	2200001	2250000	0.000756501182033	21150	16	21150	1
PflaKGBDf	OZ251424.1	2250001	2300000	0.004113437228279	29902	123	29902	0
PflaHELAf	OZ251424.1	2250001	2300000	0.0030098321182529	29902	90	29902	0
PflaKGBHm	OZ251424.1	2250001	2300000	0.0039127817537288	29902	117	29902	0
PflaHELEm	OZ251424.1	2250001	2300000	0.004447863019196	29902	133	29902	0
PflaKGBHm	OZ251424.1	2300001	2350000	0.0015896921017402	23904	38	23904	0
PflaHELAf	OZ251424.1	2300001	2350000	0.0035140562248995	23904	84	23904	0
PflaKGBDf	OZ251424.1	2300001	2350000	0.0037650602409638	23904	90	23904	0
PflaHELEm	OZ251424.1	2300001	2350000	0.0043511003263325	23902	104	23902	2
PflaKGBHm	OZ251424.1	2350001	2400000	0.0087018151750206	25397	221	25397	0
PflaHELEm	OZ251424.1	2350001	2400000	0.0095699432892249	25392	243	25392	5
PflaKGBDf	OZ251424.1	2350001	2400000	0.0059455841241091	25397	151	25397	0
PflaHELAf	OZ251424.1	2350001	2400000	0.0059849588534078	25397	152	25397	0
PflaKGBHm	OZ251424.1	2400001	2450000	0.0041305386768621	29294	121	29294	0
PflaHELEm	OZ251424.1	2400001	2450000	0.0071004301222093	29294	208	29294	0
PflaKGBDf	OZ251424.1	2400001	2450000	0.0042678138550308	29289	125	29289	5
PflaHELAf	OZ251424.1	2400001	2450000	0.0048815457090189	29294	143	29294	0
PflaHELEm	OZ251424.1	2450001	2500000	0.0059202394118795	30742	182	30742	0
PflaHELAf	OZ251424.1	2450001	2500000	0.0056600091080606	30742	174	30742	0
PflaKGBDf	OZ251424.1	2450001	2500000	0.0045904414637322	30716	141	30716	26
PflaKGBHm	OZ251424.1	2450001	2500000	0.0011059787912302	30742	34	30742	0
PflaHELAf	OZ251424.1	2500001	2550000	0.0041539617305227	22629	94	22629	0
PflaKGBDf	OZ251424.1	2500001	2550000	0.0035352865791683	22629	80	22629	0
PflaHELEm	OZ251424.1	2500001	2550000	0.0051703566220336	22629	117	22629	0
PflaKGBHm	OZ251424.1	2500001	2550000	0.0021656501370105	22626	49	22626	3
PflaKGBHm	OZ251424.1	2550001	2600000	0.0019689717214923	29457	58	29457	0
PflaHELAf	OZ251424.1	2550001	2600000	0.0029195097939369	29457	86	29457	0
PflaKGBDf	OZ251424.1	2550001	2600000	0.0025121363343178	29457	74	29457	0
PflaHELEm	OZ251424.1	2550001	2600000	0.0028176664290321	29457	83	29457	0
PflaKGBHm	OZ251424.1	2600001	2650000	0.0029927858110449	31743	95	31743	2
PflaHELEm	OZ251424.1	2600001	2650000	0.0075287446842022	31745	239	31745	0
PflaKGBDf	OZ251424.1	2600001	2650000	0.0056701842809891	31745	180	31745	0
PflaHELAf	OZ251424.1	2600001	2650000	0.0034337197580645	31744	109	31744	1
PflaHELAf	OZ251424.1	2650001	2700000	0.0005653337353484	26533	15	26533	40
PflaKGBDf	OZ251424.1	2650001	2700000	0.0095585744929063	26573	254	26573	0
PflaHELEm	OZ251424.1	2650001	2700000	0.009106988296391	26573	242	26573	0
PflaKGBHm	OZ251424.1	2650001	2700000	0.0009031723930305	26573	24	26573	0
PflaHELAf	OZ251424.1	2700001	2750000	8.094216682180583e-05	24709	2	24709	0
PflaKGBDf	OZ251424.1	2700001	2750000	0.0043304059249666	24709	107	24709	0
PflaHELEm	OZ251424.1	2700001	2750000	0.0058683070945809	24709	145	24709	0
PflaKGBHm	OZ251424.1	2700001	2750000	0.000930872591873	24708	23	24708	1
PflaKGBHm	OZ251424.1	2750001	2800000	0.00042382677044	25954	11	25954	0
PflaHELEm	OZ251424.1	2750001	2800000	0.0045465053556291	25954	118	25954	0
PflaKGBDf	OZ251424.1	2750001	2800000	0.0021961932650073	25954	57	25954	0
PflaHELAf	OZ251424.1	2750001	2800000	0.0026200200354473	25954	68	25954	0
PflaHELAf	OZ251424.1	2800001	2850000	0.0066756802433665	23668	158	23668	0
PflaHELEm	OZ251424.1	2800001	2850000	0.008703735000845	23668	206	23668	0
PflaKGBHm	OZ251424.1	2800001	2850000	0.0030883783898125	23637	73	23637	31
PflaKGBDf	OZ251424.1	2800001	2850000	0.0059996619908737	23668	142	23668	0
PflaHELAf	OZ251424.1	2850001	2900000	0.0056005844088078	28747	161	28747	0
PflaKGBDf	OZ251424.1	2850001	2900000	0.0067833165199846	28747	195	28747	0
PflaHELEm	OZ251424.1	2850001	2900000	0.008800918356698	28747	253	28747	0
PflaKGBHm	OZ251424.1	2850001	2900000	0.0056005844088078	28747	161	28747	0
PflaKGBHm	OZ251424.1	2900001	2950000	0.0031205916299747	23393	73	23393	12
PflaHELEm	OZ251424.1	2900001	2950000	0.0044007690664387	23405	103	23405	0
PflaHELAf	OZ251424.1	2900001	2950000	0.002352136167301	23383	55	23383	22
PflaKGBDf	OZ251424.1	2900001	2950000	0.0045289468062379	23405	106	23405	0
PflaHELAf	OZ251424.1	2950001	3000000	0.0046953013920576	30243	142	30243	0
PflaKGBDf	OZ251424.1	2950001	3000000	0.0054559883605581	30242	165	30242	1
PflaHELEm	OZ251424.1	2950001	3000000	0.0053059194163488	30155	160	30155	88
PflaKGBHm	OZ251424.1	2950001	3000000	0.0050956257031301	30222	154	30222	21
PflaHELEm	OZ251424.1	3000001	3050000	0.0042245892760426	27695	117	27695	0
PflaKGBHm	OZ251424.1	3000001	3050000	0.004549557681892	27695	126	27695	0
PflaKGBDf	OZ251424.1	3000001	3050000	0.0050550640909911	27695	140	27695	0
PflaHELAf	OZ251424.1	3000001	3050000	0.0018056408219277	27691	50	27691	4
PflaHELAf	OZ251424.1	3050001	3100000	0.0066161616161616	19800	131	19800	15
PflaKGBDf	OZ251424.1	3050001	3100000	0.0057027504415846	19815	113	19815	0
PflaHELEm	OZ251424.1	3050001	3100000	0.0067625536209941	19815	134	19815	0
PflaKGBHm	OZ251424.1	3050001	3100000	0.0053494827151148	19815	106	19815	0
PflaKGBDf	OZ251424.1	3100001	3150000	0.0061648407743354	25467	157	25467	0
PflaHELAf	OZ251424.1	3100001	3150000	0.0054973102446303	25467	140	25467	0
PflaKGBHm	OZ251424.1	3100001	3150000	0.0045624385447394	25425	116	25425	42
PflaHELEm	OZ251424.1	3100001	3150000	0.0073428358267561	25467	187	25467	0
PflaHELAf	OZ251424.1	3150001	3200000	0.0059453032104637	24389	145	24389	0
PflaKGBDf	OZ251424.1	3150001	3200000	0.0034851777440649	24389	85	24389	0
PflaHELEm	OZ251424.1	3150001	3200000	0.0057269992995756	24271	139	24271	118
PflaKGBHm	OZ251424.1	3150001	3200000	0.0047562425683709	24389	116	24389	0
PflaHELEm	OZ251424.1	3200001	3250000	0.0055586720383497	19609	109	19609	0
PflaKGBDf	OZ251424.1	3200001	3250000	0.003926768320669	19609	77	19609	0
PflaHELAf	OZ251424.1	3200001	3250000	0.001478912744148	19609	29	19609	0
PflaKGBHm	OZ251424.1	3200001	3250000	0.0041817532765566	19609	82	19609	0
PflaHELAf	OZ251424.1	3250001	3300000	0.0066163092021833	18137	120	18137	22
PflaKGBDf	OZ251424.1	3250001	3300000	0.0060025331791398	18159	109	18159	0
PflaHELEm	OZ251424.1	3250001	3300000	0.0058373258439341	18159	106	18159	0
PflaKGBHm	OZ251424.1	3250001	3300000	0.0034142849275841	18159	62	18159	0
PflaHELAf	OZ251424.1	3300001	3350000	0.0041836885366934	20317	85	20317	0
PflaKGBDf	OZ251424.1	3300001	3350000	0.0023137891990351	20313	47	20313	4
PflaHELEm	OZ251424.1	3300001	3350000	0.0051226480149738	20302	104	20302	15
PflaKGBHm	OZ251424.1	3300001	3350000	0.0026262325950151	20181	53	20181	136
PflaHELEm	OZ251424.1	3350001	3400000	0.0059521567150122	26545	158	26545	0
PflaHELAf	OZ251424.1	3350001	3400000	0.0034806295399515	26432	92	26432	113
PflaKGBDf	OZ251424.1	3350001	3400000	0.0032082735713746	26494	85	26494	51
PflaKGBHm	OZ251424.1	3350001	3400000	0.0047089847428894	26545	125	26545	0
PflaHELAf	OZ251424.1	3400001	3450000	0.005382724421463	23594	127	23594	0
PflaKGBDf	OZ251424.1	3400001	3450000	0.0050014834908659	23593	118	23593	1
PflaHELEm	OZ251424.1	3400001	3450000	0.0080105111469017	23594	189	23594	0
PflaKGBHm	OZ251424.1	3400001	3450000	0.0064846994998728	23594	153	23594	0
PflaHELAf	OZ251424.1	3450001	3500000	0.0008170468658082	30598	25	30598	12
PflaKGBDf	OZ251424.1	3450001	3500000	0.003234237177393	30610	99	30610	0
PflaHELEm	OZ251424.1	3450001	3500000	0.0050637046716759	30610	155	30610	0
PflaKGBHm	OZ251424.1	3450001	3500000	0.0022214962430578	30610	68	30610	0
PflaHELAf	OZ251424.1	3500001	3550000	0.0042946812025107	27243	117	27243	5
PflaKGBDf	OZ251424.1	3500001	3550000	0.0040369935408103	27248	110	27248	0
PflaHELEm	OZ251424.1	3500001	3550000	0.0057618907809747	27248	157	27248	0
PflaKGBHm	OZ251424.1	3500001	3550000	0.0042204932472108	27248	115	27248	0
PflaHELAf	OZ251424.1	3550001	3600000	0.0044338462684898	26839	119	26839	0
PflaKGBDf	OZ251424.1	3550001	3600000	0.0051045120906144	26839	137	26839	0
PflaHELEm	OZ251424.1	3550001	3600000	0.0043220686314691	26839	116	26839	0
PflaKGBHm	OZ251424.1	3550001	3600000	0.0019376234303387	26837	52	26837	2
PflaKGBHm	OZ251424.1	3600001	3650000	0.0023252967812997	24513	57	24513	0
PflaHELEm	OZ251424.1	3600001	3650000	0.0052217190878309	24513	128	24513	0
PflaKGBDf	OZ251424.1	3600001	3650000	0.0046505935625994	24513	114	24513	0
PflaHELAf	OZ251424.1	3600001	3650000	0.0046097988822257	24513	113	24513	0
PflaKGBDf	OZ251424.1	3650001	3700000	0.0039320626945551	18311	72	18311	0
PflaHELEm	OZ251424.1	3650001	3700000	0.0045327944951122	18311	83	18311	0
PflaKGBHm	OZ251424.1	3650001	3700000	0.0066434256396763	15203	101	15203	3108
PflaHELAf	OZ251424.1	3650001	3700000	0.0018021954016711	18311	33	18311	0
PflaKGBHm	OZ251424.1	3700001	3750000	0.0022218817039534	13052	29	13052	8001
PflaHELEm	OZ251424.1	3700001	3750000	0.0048924143827483	21053	103	21053	0
PflaKGBDf	OZ251424.1	3700001	3750000	0.0039899301762219	21053	84	21053	0
PflaHELAf	OZ251424.1	3700001	3750000	0.0056999002517455	21053	120	21053	0
PflaKGBHm	OZ251424.1	3750001	3800000	0.0042130604875112	13292	56	13292	4050
PflaHELEm	OZ251424.1	3750001	3800000	0.0067466266866566	17342	117	17342	0
PflaKGBDf	OZ251424.1	3750001	3800000	0.0040941067927574	17342	71	17342	0
PflaHELAf	OZ251424.1	3750001	3800000	0.0058816745473417	17342	102	17342	0
PflaHELAf	OZ251424.1	3800001	3850000	0.0042268237082066	21056	89	21056	0
PflaKGBDf	OZ251424.1	3800001	3850000	0.0037044072948328	21056	78	21056	0
PflaHELEm	OZ251424.1	3800001	3850000	0.0040843465045592	21056	86	21056	0
PflaKGBHm	OZ251424.1	3800001	3850000	0.0030881793994678	21048	65	21048	8
PflaKGBHm	OZ251424.1	3850001	3900000	0.0045744385916273	21642	99	21642	0
PflaHELEm	OZ251424.1	3850001	3900000	0.0054069042007486	21639	117	21639	3
PflaHELAf	OZ251424.1	3850001	3900000	0.0042215624420115	21556	91	21556	86
PflaKGBDf	OZ251424.1	3850001	3900000	0.0025413547731263	21642	55	21642	0
PflaHELAf	OZ251424.1	3900001	3950000	0.0054932684947543	22209	122	22209	0
PflaKGBDf	OZ251424.1	3900001	3950000	0.0020262055923274	22209	45	22209	0
PflaHELEm	OZ251424.1	3900001	3950000	0.0038272772299518	22209	85	22209	0
PflaKGBHm	OZ251424.1	3900001	3950000	0.0043675987212391	22209	97	22209	0
PflaKGBHm	OZ251424.1	3950001	4000000	0.0051784124929201	24718	128	24718	0
PflaHELEm	OZ251424.1	3950001	4000000	0.005259325188122	24718	130	24718	0
PflaHELAf	OZ251424.1	3950001	4000000	0.0023488438018871	24693	58	24693	25
PflaKGBDf	OZ251424.1	3950001	4000000	0.0054314782538202	24671	134	24671	47
PflaKGBDf	OZ251424.1	4000001	4050000	0.0049259386841198	29030	143	29030	0
PflaKGBHm	OZ251424.1	4000001	4050000	0.0035480537375129	29030	103	29030	0
PflaHELEm	OZ251424.1	4000001	4050000	0.003582500861178	29030	104	29030	0
PflaHELAf	OZ251424.1	4000001	4050000	0.0019634860489149	29030	57	29030	0
PflaKGBHm	OZ251424.1	4050001	4100000	0.0012132122730118	25552	31	25552	0
PflaHELEm	OZ251424.1	4050001	4100000	0.0035613650594865	25552	91	25552	0
PflaHELAf	OZ251424.1	4050001	4100000	0.0043832185347526	25552	112	25552	0
PflaKGBDf	OZ251424.1	4050001	4100000	0.0027395115842204	25552	70	25552	0
PflaKGBHm	OZ251424.1	4100001	4150000	0.0028603759351229	31814	91	31814	0
PflaHELEm	OZ251424.1	4100001	4150000	0.0055007229521594	31814	175	31814	0
PflaKGBDf	OZ251424.1	4100001	4150000	0.0046834726849814	31814	149	31814	0
